grid_x,grid_y,date,accidents
7,4,2023-01-11,0
7,5,2023-01-11,0
7,6,2023-01-11,0
7,7,2023-01-11,0
7,8,2023-01-11,3
7,9,2023-01-11,2
8,0,2023-01-11,0
8,1,2023-01-11,1
8,2,2023-01-11,1
8,3,2023-01-11,3
8,4,2023-01-11,1
8,5,2023-01-11,3
8,6,2023-01-11,0
8,7,2023-01-11,0
8,8,2023-01-11,1
8,9,2023-01-11,1
9,0,2023-01-11,1
9,1,2023-01-11,2
9,2,2023-01-11,0
9,3,2023-01-11,0
9,4,2023-01-11,0
9,5,2023-01-11,0
9,6,2023-01-11,1
9,7,2023-01-11,1
9,8,2023-01-11,0
9,9,2023-01-11,1
0,0,2023-01-12,0
0,1,2023-01-12,0
0,2,2023-01-12,0
0,3,2023-01-12,0
0,4,2023-01-12,0
0,5,2023-01-12,0
0,6,2023-01-12,1
0,7,2023-01-12,2
0,8,2023-01-12,1
0,9,2023-01-12,0
1,0,2023-01-12,1
1,1,2023-01-12,0
1,2,2023-01-12,0
1,3,2023-01-12,0
1,4,2023-01-12,3
1,5,2023-01-12,0
1,6,2023-01-12,0
1,7,2023-01-12,2
1,8,2023-01-12,0
1,9,2023-01-12,0
2,0,2023-01-12,2
2,1,2023-01-12,0
2,2,2023-01-12,1
2,3,2023-01-12,3
2,4,2023-01-12,1
2,5,2023-01-12,2
2,6,2023-01-12,2
2,7,2023-01-12,0
2,8,2023-01-12,3
2,9,2023-01-12,0
3,0,2023-01-12,0
3,1,2023-01-12,0
3,2,2023-01-12,2
3,3,2023-01-12,0
3,4,2023-01-12,0
3,5,2023-01-12,1
3,6,2023-01-12,1
3,7,2023-01-12,1
3,8,2023-01-12,0
3,9,2023-01-12,0
4,0,2023-01-12,0
4,1,2023-01-12,2
4,2,2023-01-12,2
4,3,2023-01-12,0
4,4,2023-01-12,0
4,5,2023-01-12,1
4,6,2023-01-12,1
4,7,2023-01-12,0
4,8,2023-01-12,1
4,9,2023-01-12,1
5,0,2023-01-12,1
5,1,2023-01-12,1
5,2,2023-01-12,1
5,3,2023-01-12,1
5,4,2023-01-12,0
5,5,2023-01-12,1
5,6,2023-01-12,0
5,7,2023-01-12,2
5,8,2023-01-12,0
5,9,2023-01-12,2
6,0,2023-01-12,0
6,1,2023-01-12,2
6,2,2023-01-12,4
6,3,2023-01-12,1
6,4,2023-01-12,0
6,5,2023-01-12,0
6,6,2023-01-12,0
6,7,2023-01-12,1
6,8,2023-01-12,1
6,9,2023-01-12,1
7,0,2023-01-12,2
7,1,2023-01-12,0
7,2,2023-01-12,1
7,3,2023-01-12,0
7,4,2023-01-12,0
7,5,2023-01-12,2
7,6,2023-01-12,0
7,7,2023-01-12,2
7,8,2023-01-12,0
7,9,2023-01-12,1
8,0,2023-01-12,1
8,1,2023-01-12,0
8,2,2023-01-12,0
8,3,2023-01-12,0
8,4,2023-01-12,0
8,5,2023-01-12,0
8,6,2023-01-12,2
8,7,2023-01-12,1
8,8,2023-01-12,1
8,9,2023-01-12,1
9,0,2023-01-12,0
9,1,2023-01-12,0
9,2,2023-01-12,0
9,3,2023-01-12,0
9,4,2023-01-12,1
9,5,2023-01-12,0
9,6,2023-01-12,2
9,7,2023-01-12,1
9,8,2023-01-12,0
9,9,2023-01-12,0
0,0,2023-01-13,2
0,1,2023-01-13,1
0,2,2023-01-13,4
0,3,2023-01-13,0
0,4,2023-01-13,0
0,5,2023-01-13,1
0,6,2023-01-13,2
0,7,2023-01-13,0
0,8,2023-01-13,1
0,9,2023-01-13,0
1,0,2023-01-13,0
1,1,2023-01-13,1
1,2,2023-01-13,0
1,3,2023-01-13,1
1,4,2023-01-13,0
1,5,2023-01-13,0
1,6,2023-01-13,1
1,7,2023-01-13,0
1,8,2023-01-13,0
1,9,2023-01-13,1
2,0,2023-01-13,1
2,1,2023-01-13,0
2,2,2023-01-13,1
2,3,2023-01-13,0
2,4,2023-01-13,0
2,5,2023-01-13,1
2,6,2023-01-13,2
2,7,2023-01-13,1
2,8,2023-01-13,3
2,9,2023-01-13,0
3,0,2023-01-13,1
3,1,2023-01-13,0
3,2,2023-01-13,0
3,3,2023-01-13,2
3,4,2023-01-13,4
3,5,2023-01-13,0
3,6,2023-01-13,1
3,7,2023-01-13,1
3,8,2023-01-13,2
3,9,2023-01-13,0
4,0,2023-01-13,1
4,1,2023-01-13,0
4,2,2023-01-13,0
4,3,2023-01-13,0
4,4,2023-01-13,0
4,5,2023-01-13,3
4,6,2023-01-13,0
4,7,2023-01-13,0
4,8,2023-01-13,0
4,9,2023-01-13,3
5,0,2023-01-13,1
5,1,2023-01-13,0
5,2,2023-01-13,1
5,3,2023-01-13,0
5,4,2023-01-13,0
5,5,2023-01-13,2
5,6,2023-01-13,1
5,7,2023-01-13,1
5,8,2023-01-13,0
5,9,2023-01-13,0
6,0,2023-01-13,1
6,1,2023-01-13,1
6,2,2023-01-13,0
6,3,2023-01-13,0
6,4,2023-01-13,1
6,5,2023-01-13,0
6,6,2023-01-13,1
6,7,2023-01-13,1
6,8,2023-01-13,0
6,9,2023-01-13,0
7,0,2023-01-13,2
7,1,2023-01-13,0
7,2,2023-01-13,3
7,3,2023-01-13,0
7,4,2023-01-13,0
7,5,2023-01-13,1
7,6,2023-01-13,0
7,7,2023-01-13,8
7,8,2023-01-13,2
7,9,2023-01-13,2
8,0,2023-01-13,0
8,1,2023-01-13,0
8,2,2023-01-13,0
8,3,2023-01-13,1
8,4,2023-01-13,1
8,5,2023-01-13,0
8,6,2023-01-13,0
8,7,2023-01-13,0
8,8,2023-01-13,1
8,9,2023-01-13,0
9,0,2023-01-13,1
9,1,2023-01-13,0
9,2,2023-01-13,0
9,3,2023-01-13,1
9,4,2023-01-13,0
9,5,2023-01-13,0
9,6,2023-01-13,0
9,7,2023-01-13,2
9,8,2023-01-13,0
9,9,2023-01-13,0
0,0,2023-01-14,1
0,1,2023-01-14,0
0,2,2023-01-14,1
0,3,2023-01-14,1
0,4,2023-01-14,0
0,5,2023-01-14,2
0,6,2023-01-14,0
0,7,2023-01-14,0
0,8,2023-01-14,0
0,9,2023-01-14,0
1,0,2023-01-14,0
1,1,2023-01-14,2
1,2,2023-01-14,1
1,3,2023-01-14,0
1,4,2023-01-14,2
1,5,2023-01-14,1
1,6,2023-01-14,0
1,7,2023-01-14,1
1,8,2023-01-14,0
1,9,2023-01-14,1
2,0,2023-01-14,1
2,1,2023-01-14,0
2,2,2023-01-14,1
2,3,2023-01-14,0
2,4,2023-01-14,1
2,5,2023-01-14,2
2,6,2023-01-14,2
2,7,2023-01-14,0
2,8,2023-01-14,1
2,9,2023-01-14,1
3,0,2023-01-14,1
3,1,2023-01-14,2
3,2,2023-01-14,0
3,3,2023-01-14,0
3,4,2023-01-14,0
3,5,2023-01-14,4
3,6,2023-01-14,0
3,7,2023-01-14,0
3,8,2023-01-14,0
3,9,2023-01-14,0
4,0,2023-01-14,1
4,1,2023-01-14,0
4,2,2023-01-14,2
4,3,2023-01-14,2
4,4,2023-01-14,0
4,5,2023-01-14,0
4,6,2023-01-14,1
4,7,2023-01-14,0
4,8,2023-01-14,1
4,9,2023-01-14,1
5,0,2023-01-14,1
5,1,2023-01-14,1
5,2,2023-01-14,0
5,3,2023-01-14,1
5,4,2023-01-14,2
5,5,2023-01-14,0
5,6,2023-01-14,0
5,7,2023-01-14,1
5,8,2023-01-14,1
5,9,2023-01-14,0
6,0,2023-01-14,1
6,1,2023-01-14,0
6,2,2023-01-14,0
6,3,2023-01-14,2
6,4,2023-01-14,0
6,5,2023-01-14,2
6,6,2023-01-14,0
6,7,2023-01-14,0
6,8,2023-01-14,0
6,9,2023-01-14,0
7,0,2023-01-14,0
7,1,2023-01-14,0
7,2,2023-01-14,1
7,3,2023-01-14,0
7,4,2023-01-14,1
7,5,2023-01-14,0
7,6,2023-01-14,0
7,7,2023-01-14,0
7,8,2023-01-14,1
7,9,2023-01-14,0
8,0,2023-01-14,1
8,1,2023-01-14,2
8,2,2023-01-14,0
8,3,2023-01-14,0
8,4,2023-01-14,0
8,5,2023-01-14,0
8,6,2023-01-14,0
8,7,2023-01-14,1
8,8,2023-01-14,1
8,9,2023-01-14,0
9,0,2023-01-14,1
9,1,2023-01-14,0
9,2,2023-01-14,1
9,3,2023-01-14,0
9,4,2023-01-14,2
9,5,2023-01-14,3
9,6,2023-01-14,1
9,7,2023-01-14,0
9,8,2023-01-14,0
9,9,2023-01-14,1
0,0,2023-01-15,1
0,1,2023-01-15,0
0,2,2023-01-15,1
0,3,2023-01-15,2
0,4,2023-01-15,1
0,5,2023-01-15,0
0,6,2023-01-15,1
0,7,2023-01-15,0
0,8,2023-01-15,0
0,9,2023-01-15,1
1,0,2023-01-15,0
1,1,2023-01-15,1
1,2,2023-01-15,0
1,3,2023-01-15,0
1,4,2023-01-15,0
1,5,2023-01-15,0
1,6,2023-01-15,0
1,7,2023-01-15,1
1,8,2023-01-15,1
1,9,2023-01-15,0
2,0,2023-01-15,2
2,1,2023-01-15,2
2,2,2023-01-15,0
2,3,2023-01-15,1
2,4,2023-01-15,0
2,5,2023-01-15,2
2,6,2023-01-15,2
2,7,2023-01-15,0
2,8,2023-01-15,0
2,9,2023-01-15,0
3,0,2023-01-15,1
3,1,2023-01-15,1
3,2,2023-01-15,2
3,3,2023-01-15,1
3,4,2023-01-15,1
3,5,2023-01-15,0
3,6,2023-01-15,0
3,7,2023-01-15,1
3,8,2023-01-15,3
3,9,2023-01-15,1
4,0,2023-01-15,2
4,1,2023-01-15,1
4,2,2023-01-15,0
4,3,2023-01-15,4
4,4,2023-01-15,1
4,5,2023-01-15,0
4,6,2023-01-15,0
4,7,2023-01-15,1
4,8,2023-01-15,1
4,9,2023-01-15,1
5,0,2023-01-15,0
5,1,2023-01-15,0
5,2,2023-01-15,0
5,3,2023-01-15,1
5,4,2023-01-15,3
5,5,2023-01-15,0
5,6,2023-01-15,0
5,7,2023-01-15,1
5,8,2023-01-15,2
5,9,2023-01-15,1
6,0,2023-01-15,2
6,1,2023-01-15,1
6,2,2023-01-15,2
6,3,2023-01-15,0
6,4,2023-01-15,0
6,5,2023-01-15,1
6,6,2023-01-15,3
6,7,2023-01-15,0
6,8,2023-01-15,1
6,9,2023-01-15,2
7,0,2023-01-15,2
7,1,2023-01-15,0
7,2,2023-01-15,0
7,3,2023-01-15,6
7,4,2023-01-15,1
7,5,2023-01-15,0
7,6,2023-01-15,0
7,7,2023-01-15,0
7,8,2023-01-15,1
7,9,2023-01-15,0
8,0,2023-01-15,0
8,1,2023-01-15,1
8,2,2023-01-15,0
8,3,2023-01-15,0
8,4,2023-01-15,0
8,5,2023-01-15,0
8,6,2023-01-15,2
8,7,2023-01-15,1
8,8,2023-01-15,0
8,9,2023-01-15,1
9,0,2023-01-15,1
9,1,2023-01-15,0
9,2,2023-01-15,2
9,3,2023-01-15,1
9,4,2023-01-15,1
9,5,2023-01-15,2
9,6,2023-01-15,0
9,7,2023-01-15,2
9,8,2023-01-15,3
9,9,2023-01-15,0
0,0,2023-01-16,0
0,1,2023-01-16,3
0,2,2023-01-16,1
0,3,2023-01-16,2
0,4,2023-01-16,1
0,5,2023-01-16,0
0,6,2023-01-16,3
0,7,2023-01-16,0
0,8,2023-01-16,2
0,9,2023-01-16,2
1,0,2023-01-16,0
1,1,2023-01-16,0
1,2,2023-01-16,0
1,3,2023-01-16,0
1,4,2023-01-16,2
1,5,2023-01-16,1
1,6,2023-01-16,0
1,7,2023-01-16,0
1,8,2023-01-16,0
1,9,2023-01-16,0
2,0,2023-01-16,2
2,1,2023-01-16,0
2,2,2023-01-16,0
2,3,2023-01-16,2
2,4,2023-01-16,0
2,5,2023-01-16,2
2,6,2023-01-16,0
2,7,2023-01-16,2
2,8,2023-01-16,0
2,9,2023-01-16,1
3,0,2023-01-16,0
3,1,2023-01-16,1
3,2,2023-01-16,1
3,3,2023-01-16,2
3,4,2023-01-16,1
3,5,2023-01-16,0
3,6,2023-01-16,2
3,7,2023-01-16,0
3,8,2023-01-16,1
3,9,2023-01-16,0
4,0,2023-01-16,0
4,1,2023-01-16,1
4,2,2023-01-16,0
4,3,2023-01-16,2
4,4,2023-01-16,1
4,5,2023-01-16,2
4,6,2023-01-16,1
4,7,2023-01-16,0
4,8,2023-01-16,1
4,9,2023-01-16,1
5,0,2023-01-16,3
5,1,2023-01-16,1
5,2,2023-01-16,0
5,3,2023-01-16,2
5,4,2023-01-16,2
5,5,2023-01-16,2
5,6,2023-01-16,1
5,7,2023-01-16,1
5,8,2023-01-16,0
5,9,2023-01-16,2
6,0,2023-01-16,1
6,1,2023-01-16,0
6,2,2023-01-16,1
6,3,2023-01-16,3
6,4,2023-01-16,1
6,5,2023-01-16,0
6,6,2023-01-16,2
6,7,2023-01-16,2
6,8,2023-01-16,1
6,9,2023-01-16,3
7,0,2023-01-16,1
7,1,2023-01-16,1
7,2,2023-01-16,1
7,3,2023-01-16,0
7,4,2023-01-16,0
7,5,2023-01-16,0
7,6,2023-01-16,0
7,7,2023-01-16,1
7,8,2023-01-16,0
7,9,2023-01-16,0
8,0,2023-01-16,0
8,1,2023-01-16,0
8,2,2023-01-16,2
8,3,2023-01-16,0
8,4,2023-01-16,0
8,5,2023-01-16,2
8,6,2023-01-16,3
8,7,2023-01-16,0
8,8,2023-01-16,0
8,9,2023-01-16,0
9,0,2023-01-16,0
9,1,2023-01-16,0
9,2,2023-01-16,0
9,3,2023-01-16,1
9,4,2023-01-16,1
9,5,2023-01-16,1
9,6,2023-01-16,1
9,7,2023-01-16,1
9,8,2023-01-16,0
9,9,2023-01-16,1
0,0,2023-01-17,0
0,1,2023-01-17,1
0,2,2023-01-17,0
0,3,2023-01-17,0
0,4,2023-01-17,0
0,5,2023-01-17,0
0,6,2023-01-17,2
0,7,2023-01-17,1
0,8,2023-01-17,1
0,9,2023-01-17,0
1,0,2023-01-17,1
1,1,2023-01-17,0
1,2,2023-01-17,0
1,3,2023-01-17,2
1,4,2023-01-17,0
1,5,2023-01-17,1
1,6,2023-01-17,0
1,7,2023-01-17,3
1,8,2023-01-17,0
1,9,2023-01-17,1
2,0,2023-01-17,3
2,1,2023-01-17,0
2,2,2023-01-17,1
2,3,2023-01-17,1
2,4,2023-01-17,2
2,5,2023-01-17,1
2,6,2023-01-17,2
2,7,2023-01-17,1
2,8,2023-01-17,0
2,9,2023-01-17,2
3,0,2023-01-17,0
3,1,2023-01-17,2
3,2,2023-01-17,1
3,3,2023-01-17,3
3,4,2023-01-17,0
3,5,2023-01-17,0
3,6,2023-01-17,1
3,7,2023-01-17,1
3,8,2023-01-17,1
3,9,2023-01-17,3
4,0,2023-01-17,0
4,1,2023-01-17,1
4,2,2023-01-17,0
4,3,2023-01-17,0
4,4,2023-01-17,0
4,5,2023-01-17,0
4,6,2023-01-17,2
4,7,2023-01-17,0
4,8,2023-01-17,1
4,9,2023-01-17,0
5,0,2023-01-17,0
5,1,2023-01-17,0
5,2,2023-01-17,0
5,3,2023-01-17,0
5,4,2023-01-17,1
5,5,2023-01-17,1
5,6,2023-01-17,0
5,7,2023-01-17,0
5,8,2023-01-17,0
5,9,2023-01-17,2
6,0,2023-01-17,0
6,1,2023-01-17,0
6,2,2023-01-17,1
6,3,2023-01-17,1
6,4,2023-01-17,3
6,5,2023-01-17,1
6,6,2023-01-17,2
6,7,2023-01-17,0
6,8,2023-01-17,0
6,9,2023-01-17,0
7,0,2023-01-17,0
7,1,2023-01-17,0
7,2,2023-01-17,1
7,3,2023-01-17,0
7,4,2023-01-17,0
7,5,2023-01-17,1
7,6,2023-01-17,0
7,7,2023-01-17,0
7,8,2023-01-17,0
7,9,2023-01-17,2
8,0,2023-01-17,4
8,1,2023-01-17,1
8,2,2023-01-17,1
8,3,2023-01-17,0
8,4,2023-01-17,4
8,5,2023-01-17,1
8,6,2023-01-17,0
8,7,2023-01-17,0
8,8,2023-01-17,0
8,9,2023-01-17,1
9,0,2023-01-17,0
9,1,2023-01-17,0
9,2,2023-01-17,1
9,3,2023-01-17,1
9,4,2023-01-17,0
9,5,2023-01-17,0
9,6,2023-01-17,1
9,7,2023-01-17,2
9,8,2023-01-17,3
9,9,2023-01-17,1
0,0,2023-01-18,3
0,1,2023-01-18,0
0,2,2023-01-18,4
0,3,2023-01-18,1
0,4,2023-01-18,1
0,5,2023-01-18,0
0,6,2023-01-18,1
0,7,2023-01-18,2
0,8,2023-01-18,2
0,9,2023-01-18,0
1,0,2023-01-18,0
1,1,2023-01-18,1
1,2,2023-01-18,4
1,3,2023-01-18,2
1,4,2023-01-18,1
1,5,2023-01-18,4
1,6,2023-01-18,0
1,7,2023-01-18,2
1,8,2023-01-18,0
1,9,2023-01-18,0
2,0,2023-01-18,1
2,1,2023-01-18,2
2,2,2023-01-18,0
2,3,2023-01-18,0
2,4,2023-01-18,1
2,5,2023-01-18,0
2,6,2023-01-18,1
2,7,2023-01-18,0
2,8,2023-01-18,0
2,9,2023-01-18,2
3,0,2023-01-18,1
3,1,2023-01-18,1
3,2,2023-01-18,1
3,3,2023-01-18,0
3,4,2023-01-18,0
3,5,2023-01-18,0
3,6,2023-01-18,1
3,7,2023-01-18,0
3,8,2023-01-18,2
3,9,2023-01-18,2
4,0,2023-01-18,0
4,1,2023-01-18,0
4,2,2023-01-18,1
4,3,2023-01-18,1
4,4,2023-01-18,0
4,5,2023-01-18,4
4,6,2023-01-18,0
4,7,2023-01-18,2
4,8,2023-01-18,2
4,9,2023-01-18,1
5,0,2023-01-18,1
5,1,2023-01-18,0
5,2,2023-01-18,1
5,3,2023-01-18,0
5,4,2023-01-18,2
5,5,2023-01-18,0
5,6,2023-01-18,0
5,7,2023-01-18,0
5,8,2023-01-18,1
5,9,2023-01-18,0
6,0,2023-01-18,0
6,1,2023-01-18,1
6,2,2023-01-18,2
6,3,2023-01-18,0
6,4,2023-01-18,1
6,5,2023-01-18,0
6,6,2023-01-18,0
6,7,2023-01-18,2
6,8,2023-01-18,2
6,9,2023-01-18,0
7,0,2023-01-18,3
7,1,2023-01-18,1
7,2,2023-01-18,1
7,3,2023-01-18,2
7,4,2023-01-18,0
7,5,2023-01-18,2
7,6,2023-01-18,0
7,7,2023-01-18,0
7,8,2023-01-18,1
7,9,2023-01-18,0
8,0,2023-01-18,1
8,1,2023-01-18,2
8,2,2023-01-18,1
8,3,2023-01-18,0
8,4,2023-01-18,1
8,5,2023-01-18,0
8,6,2023-01-18,0
8,7,2023-01-18,0
8,8,2023-01-18,2
8,9,2023-01-18,1
9,0,2023-01-18,0
9,1,2023-01-18,1
9,2,2023-01-18,0
9,3,2023-01-18,0
9,4,2023-01-18,0
9,5,2023-01-18,3
9,6,2023-01-18,0
9,7,2023-01-18,1
9,8,2023-01-18,1
9,9,2023-01-18,1
0,0,2023-01-19,0
0,1,2023-01-19,0
0,2,2023-01-19,0
0,3,2023-01-19,1
0,4,2023-01-19,0
0,5,2023-01-19,0
0,6,2023-01-19,0
0,7,2023-01-19,0
0,8,2023-01-19,2
0,9,2023-01-19,4
1,0,2023-01-19,3
1,1,2023-01-19,0
1,2,2023-01-19,0
1,3,2023-01-19,1
1,4,2023-01-19,0
1,5,2023-01-19,1
1,6,2023-01-19,0
1,7,2023-01-19,0
1,8,2023-01-19,1
1,9,2023-01-19,2
2,0,2023-01-19,0
2,1,2023-01-19,1
2,2,2023-01-19,1
2,3,2023-01-19,0
2,4,2023-01-19,0
2,5,2023-01-19,5
2,6,2023-01-19,0
2,7,2023-01-19,0
2,8,2023-01-19,2
2,9,2023-01-19,1
3,0,2023-01-19,0
3,1,2023-01-19,1
3,2,2023-01-19,5
3,3,2023-01-19,2
3,4,2023-01-19,2
3,5,2023-01-19,0
3,6,2023-01-19,1
3,7,2023-01-19,2
3,8,2023-01-19,0
3,9,2023-01-19,0
4,0,2023-01-19,2
4,1,2023-01-19,1
4,2,2023-01-19,2
4,3,2023-01-19,0
4,4,2023-01-19,0
4,5,2023-01-19,1
4,6,2023-01-19,1
4,7,2023-01-19,1
4,8,2023-01-19,5
4,9,2023-01-19,1
5,0,2023-01-19,1
5,1,2023-01-19,0
5,2,2023-01-19,3
5,3,2023-01-19,0
5,4,2023-01-19,2
5,5,2023-01-19,3
5,6,2023-01-19,0
5,7,2023-01-19,0
5,8,2023-01-19,0
5,9,2023-01-19,0
6,0,2023-01-19,0
6,1,2023-01-19,0
6,2,2023-01-19,0
6,3,2023-01-19,0
6,4,2023-01-19,0
6,5,2023-01-19,0
6,6,2023-01-19,0
6,7,2023-01-19,0
6,8,2023-01-19,0
6,9,2023-01-19,0
7,0,2023-01-19,2
7,1,2023-01-19,0
7,2,2023-01-19,1
7,3,2023-01-19,2
7,4,2023-01-19,1
7,5,2023-01-19,2
7,6,2023-01-19,0
7,7,2023-01-19,1
7,8,2023-01-19,2
7,9,2023-01-19,1
8,0,2023-01-19,1
8,1,2023-01-19,1
8,2,2023-01-19,0
8,3,2023-01-19,1
8,4,2023-01-19,1
8,5,2023-01-19,2
8,6,2023-01-19,0
8,7,2023-01-19,2
8,8,2023-01-19,0
8,9,2023-01-19,1
9,0,2023-01-19,0
9,1,2023-01-19,1
9,2,2023-01-19,1
9,3,2023-01-19,0
9,4,2023-01-19,0
9,5,2023-01-19,1
9,6,2023-01-19,0
9,7,2023-01-19,3
9,8,2023-01-19,0
9,9,2023-01-19,0
0,0,2023-01-20,1
0,1,2023-01-20,0
0,2,2023-01-20,2
0,3,2023-01-20,3
0,4,2023-01-20,0
0,5,2023-01-20,0
0,6,2023-01-20,0
0,7,2023-01-20,0
0,8,2023-01-20,0
0,9,2023-01-20,0
1,0,2023-01-20,0
1,1,2023-01-20,3
1,2,2023-01-20,1
1,3,2023-01-20,1
1,4,2023-01-20,0
1,5,2023-01-20,1
1,6,2023-01-20,0
1,7,2023-01-20,0
1,8,2023-01-20,0
1,9,2023-01-20,0
2,0,2023-01-20,1
2,1,2023-01-20,1
2,2,2023-01-20,0
2,3,2023-01-20,1
2,4,2023-01-20,1
2,5,2023-01-20,0
2,6,2023-01-20,0
2,7,2023-01-20,0
2,8,2023-01-20,0
2,9,2023-01-20,1
3,0,2023-01-20,0
3,1,2023-01-20,2
3,2,2023-01-20,3
3,3,2023-01-20,1
3,4,2023-01-20,0
3,5,2023-01-20,1
3,6,2023-01-20,1
3,7,2023-01-20,0
3,8,2023-01-20,0
3,9,2023-01-20,0
4,0,2023-01-20,0
4,1,2023-01-20,2
4,2,2023-01-20,1
4,3,2023-01-20,1
4,4,2023-01-20,1
4,5,2023-01-20,0
4,6,2023-01-20,0
4,7,2023-01-20,0
4,8,2023-01-20,1
4,9,2023-01-20,0
5,0,2023-01-20,1
5,1,2023-01-20,3
5,2,2023-01-20,1
5,3,2023-01-20,0
5,4,2023-01-20,0
5,5,2023-01-20,2
5,6,2023-01-20,1
5,7,2023-01-20,1
5,8,2023-01-20,2
5,9,2023-01-20,1
6,0,2023-01-20,0
6,1,2023-01-20,0
6,2,2023-01-20,2
6,3,2023-01-20,1
6,4,2023-01-20,0
6,5,2023-01-20,0
6,6,2023-01-20,4
6,7,2023-01-20,2
6,8,2023-01-20,0
6,9,2023-01-20,0
7,0,2023-01-20,0
7,1,2023-01-20,1
7,2,2023-01-20,2
7,3,2023-01-20,0
7,4,2023-01-20,2
7,5,2023-01-20,2
7,6,2023-01-20,2
7,7,2023-01-20,1
7,8,2023-01-20,2
7,9,2023-01-20,0
8,0,2023-01-20,1
8,1,2023-01-20,2
8,2,2023-01-20,0
8,3,2023-01-20,3
8,4,2023-01-20,1
8,5,2023-01-20,0
8,6,2023-01-20,1
8,7,2023-01-20,2
8,8,2023-01-20,1
8,9,2023-01-20,0
9,0,2023-01-20,1
9,1,2023-01-20,2
9,2,2023-01-20,1
9,3,2023-01-20,1
9,4,2023-01-20,0
9,5,2023-01-20,0
9,6,2023-01-20,0
9,7,2023-01-20,0
9,8,2023-01-20,0
9,9,2023-01-20,0
0,0,2023-01-21,3
0,1,2023-01-21,1
0,2,2023-01-21,2
0,3,2023-01-21,0
0,4,2023-01-21,0
0,5,2023-01-21,1
0,6,2023-01-21,1
0,7,2023-01-21,1
0,8,2023-01-21,0
0,9,2023-01-21,1
1,0,2023-01-21,0
1,1,2023-01-21,1
1,2,2023-01-21,2
1,3,2023-01-21,0
1,4,2023-01-21,3
1,5,2023-01-21,0
1,6,2023-01-21,0
1,7,2023-01-21,0
1,8,2023-01-21,3
1,9,2023-01-21,0
2,0,2023-01-21,3
2,1,2023-01-21,0
2,2,2023-01-21,2
2,3,2023-01-21,2
2,4,2023-01-21,0
2,5,2023-01-21,1
2,6,2023-01-21,3
2,7,2023-01-21,0
2,8,2023-01-21,0
2,9,2023-01-21,1
3,0,2023-01-21,1
3,1,2023-01-21,0
3,2,2023-01-21,0
3,3,2023-01-21,1
3,4,2023-01-21,1
3,5,2023-01-21,1
3,6,2023-01-21,1
3,7,2023-01-21,1
3,8,2023-01-21,1
3,9,2023-01-21,0
4,0,2023-01-21,1
4,1,2023-01-21,1
4,2,2023-01-21,1
4,3,2023-01-21,2
4,4,2023-01-21,0
4,5,2023-01-21,1
4,6,2023-01-21,2
4,7,2023-01-21,1
4,8,2023-01-21,1
4,9,2023-01-21,1
5,0,2023-01-21,2
5,1,2023-01-21,0
5,2,2023-01-21,0
5,3,2023-01-21,1
5,4,2023-01-21,1
5,5,2023-01-21,1
5,6,2023-01-21,3
5,7,2023-01-21,1
5,8,2023-01-21,0
5,9,2023-01-21,2
6,0,2023-01-21,1
6,1,2023-01-21,0
6,2,2023-01-21,0
6,3,2023-01-21,1
6,4,2023-01-21,1
6,5,2023-01-21,2
6,6,2023-01-21,1
6,7,2023-01-21,0
6,8,2023-01-21,0
6,9,2023-01-21,2
7,0,2023-01-21,2
7,1,2023-01-21,0
7,2,2023-01-21,0
7,3,2023-01-21,2
7,4,2023-01-21,3
7,5,2023-01-21,2
7,6,2023-01-21,0
7,7,2023-01-21,0
7,8,2023-01-21,0
7,9,2023-01-21,0
8,0,2023-01-21,2
8,1,2023-01-21,0
8,2,2023-01-21,0
8,3,2023-01-21,1
8,4,2023-01-21,0
8,5,2023-01-21,0
8,6,2023-01-21,0
8,7,2023-01-21,1
8,8,2023-01-21,1
8,9,2023-01-21,0
9,0,2023-01-21,1
9,1,2023-01-21,0
9,2,2023-01-21,0
9,3,2023-01-21,0
9,4,2023-01-21,3
9,5,2023-01-21,0
9,6,2023-01-21,0
9,7,2023-01-21,0
9,8,2023-01-21,2
9,9,2023-01-21,0
0,0,2023-01-22,1
0,1,2023-01-22,1
0,2,2023-01-22,0
0,3,2023-01-22,1
0,4,2023-01-22,0
0,5,2023-01-22,0
0,6,2023-01-22,0
0,7,2023-01-22,1
0,8,2023-01-22,0
0,9,2023-01-22,0
1,0,2023-01-22,2
1,1,2023-01-22,2
1,2,2023-01-22,1
1,3,2023-01-22,1
1,4,2023-01-22,3
1,5,2023-01-22,1
1,6,2023-01-22,0
1,7,2023-01-22,4
1,8,2023-01-22,0
1,9,2023-01-22,1
2,0,2023-01-22,1
2,1,2023-01-22,1
2,2,2023-01-22,1
2,3,2023-01-22,0
2,4,2023-01-22,0
2,5,2023-01-22,0
2,6,2023-01-22,0
2,7,2023-01-22,0
2,8,2023-01-22,1
2,9,2023-01-22,1
3,0,2023-01-22,0
3,1,2023-01-22,1
3,2,2023-01-22,0
3,3,2023-01-22,1
3,4,2023-01-22,0
3,5,2023-01-22,0
3,6,2023-01-22,1
3,7,2023-01-22,0
3,8,2023-01-22,0
3,9,2023-01-22,1
4,0,2023-01-22,1
4,1,2023-01-22,2
4,2,2023-01-22,1
4,3,2023-01-22,1
4,4,2023-01-22,0
4,5,2023-01-22,0
4,6,2023-01-22,1
4,7,2023-01-22,0
4,8,2023-01-22,1
